FID	OBJECTID	SYSTEMSTOP	STREET	CROSS_ST	DIR	POS	ROUTESSTPG	OWLROUTES	CITY	STATUS	PUBLIC_NAM	POINT_X	POINT_Y
10141	8895	11554	CENTRAL	NORTH AVENUE	SB	NS	85	 	CHICAGO	1	Central & North Ave	-87.76579882	41.90951594
10142	8896	6328	BLUE ISLAND	WOLCOTT	NEB	NS	60	N60	CHICAGO	1	Blue Island & Wolcott	-87.67349072	41.84931176
10143	8897	8712	DAMEN	78TH STREET	NB	NS	48	 	CHICAGO	1	Damen & 78th Street	-87.673106	41.751897
10144	8898	2156	KING DRIVE	46TH STREET	NB	FS	3	 	CHICAGO	1	King Drive & 46th Street	-87.61654358	41.81138116
10145	8899	8741	DAMEN	49TH STREET	NB	FS	48	 	CHICAGO	1	Damen & 49th Street	-87.67449	41.805097
10146	8900	12114	YATES	97TH STREET	NB	NT	100	 	CHICAGO	1	Yates & 97th Street	-87.56460266	41.71887348
10147	8901	12921	PULASKI	66TH STREET	NB	NS	53A	 	CHICAGO	1	Pulaski & 66th Street	-87.72239893	41.77308628
10148	8902	4080	ARMITAGE	LARRABEE	EB	NS	73	 	CHICAGO	1	Armitage & Larrabee	-87.64371234	41.91820324
10149	8903	8857	DAMEN	IOWA	SB	NS	50	 	CHICAGO	1	Damen & Iowa	-87.677153	41.897828
10150	8904	4670	NARRAGANSETT	58TH STREET	SB	NS	55N	 	CHICAGO	1	Narragansett & 58th Street	-87.78167	41.786917
10151	8905	9810	HIGGINS	NEENAH	NWB	NS	88	 	CHICAGO	1	Higgins & Neenah	-87.79014433	41.97709507
10152	8906	5149	HALSTED	EXCHANGE	SB	FS	"8,44"	 	CHICAGO	1	Halsted & Exchange	-87.6458834	41.81840841
10153	8907	12860	PULASKI	66TH STREET	SB	NS	53A	 	CHICAGO	1	Pulaski & 66th Street	-87.72268	41.773269
10154	9661	13181	CORTLAND	METRA STATION	EB	MB	132	 	CHICAGO	1	Clybourn Metra Station	-87.66852869	41.91604165
10155	9662	700	GRAND	KARLOV	EB	NS	65	 	CHICAGO	1	Grand & Karlov	-87.728996	41.907083
10156	9663	3379	63RD STREET	KILPATRICK	EB	NS	63	N63	CHICAGO	1	63rd Street & Kilpatrick	-87.739947	41.7784
10157	9664	545	CHICAGO	WASHTENAW	EB	NS	66	N66	CHICAGO	1	Chicago & Washtenaw	-87.69435573	41.89559143
10158	9665	4030	ARMITAGE	LACROSSE	EB	NS	73	 	CHICAGO	1	Armitage & Lacrosse	-87.747489	41.916854
10159	9666	7673	35TH STREET	LITUANICA (east leg)	EB	NS	35	 	CHICAGO	1	35th Street & Lituanica	-87.64787552	41.83065941
10160	9667	3444	63RD STREET	INGLESIDE (west leg)	EB	MT	63	N63	CHICAGO	1	63rd Street & Ingleside	-87.602558	41.78037
10161	9668	3954	WACKER (upper)	COLUMBUS	EB	NS	"6,20,134,135,136"	 	CHICAGO	1	Wacker (Upper) & Columbus	-87.620967	41.887792
10162	9669	4061	ARMITAGE	OAKLEY	EB	NS	73	 	CHICAGO	1	Armitage & Oakley	-87.68506784	41.91754525
10163	9670	1301	FULLERTON	LOCKWOOD	EB	NS	74	 	CHICAGO	1	Fullerton & Lockwood	-87.758706	41.924009
10164	9671	14413	GRANT	RIDGEWAY	EB	NS	205	 	EVANSTON	2	Grant & Ridgeway	-87.72193556	42.05883341
10165	9672	9440	87TH STREET	MARQUETTE AVENUE (east le	EB	NS	87	 	CHICAGO	1	87th Street & Marquette Avenue	-87.558558	41.737248
10166	9673	8045	43RD STREET	PRINCETON	EB	FS	43	 	CHICAGO	1	43rd Street & Princeton	-87.6332884	41.8163327
10167	9674	12150	103RD STREET	CHARLES	EB	NS	103	 	CHICAGO	1	103rd Street & Charles	-87.65876463	41.70668599
10168	9675	9386	87TH STREET	2330 WEST	EB	TERM	87	N87	CHICAGO	1	87th Street & Western Terminal	-87.68149971	41.73535616
10169	9676	9718	LAWRENCE	OVERHILL	EB	NS	81W	 	NORRIDGE	1	Lawrence & Overhill	-87.8194	41.966898
10170	9677	2534	35TH STREET	RHODES (west leg)	EB	FS	"4,35"	N4	CHICAGO	1	35th Street & Rhodes	-87.6140226	41.83108222
10171	9678	258	ROOSEVELT	54TH AVENUE	EB	NS	12	 	CICERO	1	Roosevelt & 54th Avenue	-87.75945922	41.86559297
10172	9679	11212	CENTRAL PARK	25TH STREET	NB	FS	82	 	CHICAGO	1	Central Park & 25th Street	-87.714763	41.846377
10173	9680	12497	ADDISON	LONG	EB	NS	152	 	CHICAGO	1	Addison & Long	-87.76194821	41.94585318
10174	9681	11932	95TH STREET	WOODLAWN	EB	FS	"N5,95,100"	N5	CHICAGO	1	95th Street & Woodlawn	-87.594451	41.722101
10175	9682	4059	ARMITAGE	MILWAUKEE	EB	NS	73	 	CHICAGO	1	Armitage & Milwaukee	-87.68868221	41.91750725
10176	9683	9415	87TH STREET	KING DRIVE	EB	NS	87	 	CHICAGO	1	87th Street & King Drive	-87.61467286	41.73643486
10177	9684	2014	DIVISION	ASHLAND	EB	NS	70	 	CHICAGO	1	Division & Ashland (Blue Line)	-87.66769294	41.903237
10178	9685	1986	DIVISION	KOSTNER	EB	NS	70	 	CHICAGO	1	Division & Kostner	-87.736239	41.902453
10179	9686	10134	71ST STREET	HAMLIN	EB	FS	67	 	CHICAGO	1	71st Street & Hamlin	-87.71739611	41.76410413
10180	9687	310	ROOSEVELT	JEFFERSON	EB	NS	"12,18,N62"	N62	CHICAGO	1	Roosevelt & Jefferson	-87.64227064	41.86711861
10181	9688	13001	61ST STREET	MICHIGAN	EB	NS	59	 	CHICAGO	1	61st Street & Michigan	-87.62234848	41.78369534
10182	9689	10519	55TH STREET	WESTERN AVENUE	EB	NS	55	N55	CHICAGO	1	55th Street & Western Avenue	-87.68423918	41.79379565
10183	9690	6489	CLARK	CERMAK	NB	FS	24	 	CHICAGO	1	Clark & Cermak	-87.63000061	41.8531469
10184	9691	2004	DIVISION	ROCKWELL	EB	NS	70	 	CHICAGO	1	Division & Rockwell	-87.69198388	41.90294718
10185	9692	692	GRAND	CICERO	EB	NS	65	 	CHICAGO	1	Grand & Cicero	-87.74616164	41.91389023
10186	9693	17195	DEVON	LEAVITT	EB	FS	155	 	CHICAGO	1	Devon & Leavitt	-87.68484177	41.99774845
10187	9694	7042	67TH STREET	JEFFERY	EB	NS	"N5,6,67"	N5	CHICAGO	1	67th Street & Jeffery	-87.57669311	41.77338452
10188	9695	17108	63RD STREET	ST. LOUIS	EB	FS	63	N63	CHICAGO	1	63rd Street & St. Louis	-87.71010177	41.77878102
10189	9696	10914	74TH STREET	LOOMIS	EB	NS	75	 	CHICAGO	1	74th Street & Loomis	-87.658923	41.759438
10190	9697	17249	LAWRENCE	LEAVITT	EB	FS	81	N81	CHICAGO	1	Lawrence & Leavitt	-87.68383575	41.96860348
10191	9698	17279	HARRISON	CALIFORNIA	EB	FS	7	 	CHICAGO	1	Harrison & California	-87.69587443	41.87373328
10192	9699	11310	MONTROSE	MELVINA	EB	NS	78	 	CHICAGO	1	Montrose & Melvina	-87.782034	41.960222
10193	9700	12092	95TH STREET	STONY ISLAND	EB	NS	100	 	CHICAGO	1	95th Street & Stony Island	-87.585452	41.722246
10194	9701	10969	DIVERSEY	OAK PARK	EB	NS	76	 	CHICAGO	1	Diversey & Oak Park	-87.795572	41.930821
10195	9702	10973	DIVERSEY	NARRAGANSETT	EB	NS	76	 	CHICAGO	1	Diversey & Narragansett	-87.78582083	41.9309348
10196	9703	11022	DIVERSEY	ASHLAND	EB	NS	76	 	CHICAGO	1	Diversey & Ashland	-87.66856893	41.93233115
10197	9704	1574	MICHIGAN	CULLERTON	NB	FS	"1,3,4"	N4	CHICAGO	1	Michigan & Cullerton	-87.62377044	41.85571036
10198	9705	8373	WESTERN	HARRISON	NB	NS	"49,X49"	N49	CHICAGO	1	Western & Harrison	-87.68610785	41.87375598
10199	9706	2171	KING DRIVE	31ST STREET	NB	NS	3	 	CHICAGO	1	King Drive & 31st Street	-87.61702818	41.8382942
10200	9707	10791	71ST STREET	COTTAGE GROVE/SO. CHICAGO	EB	NS	71	 	CHICAGO	1	71st Street & Cottage Grove/S. Chicago	-87.60579995	41.76580787
10201	9708	3415	63RD STREET	LOOMIS	EB	NS	63	N63	CHICAGO	1	63rd Street & Loomis	-87.659471	41.779475
10202	9709	5618	IRVING PARK	AUSTIN	EB	NS	80	 	CHICAGO	1	Irving Park & Austin	-87.77690313	41.95296733
10203	9710	13042	61ST STREET	INDIANA	WB	NS	59	 	CHICAGO	1	61st Street & Indiana	-87.62038793	41.78388396
10204	9711	11400	MONTROSE	KILBOURN	WB	NS	78	 	CHICAGO	1	Montrose & Kilbourn	-87.74116763	41.96085429
10205	9712	2101	DIVISION	MENARD	WB	NS	70	 	CHICAGO	1	Division & Menard	-87.77042117	41.90213607
10206	9713	5682	IRVING PARK	ASHLAND	WB	NS	80	 	CHICAGO	1	Irving Park & Ashland	-87.66888272	41.95436383
10207	9714	15315	35TH STREET	INDIANA	WB	FS	35	 	CHICAGO	1	35th Street & Indiana	-87.62212091	41.83112253
10208	9715	7114	STONY ISLAND	81ST STREET	NB	NT	28	 	CHICAGO	1	Stony Island & 81st Street	-87.58540097	41.74779122
10209	9716	8422	WESTERN	BELLE PLAINE	NB	NS	49	N49	CHICAGO	1	Western & Belle Plaine	-87.68838815	41.955734
10210	9717	14161	NAVY PIER	TERMINAL	NB	TERM	66	 	CHICAGO	1	Navy Pier Terminal	-87.6101389	41.89232851
10211	9718	3646	HALSTED	110TH STREET	NB	NS	"8A,108"	 	CHICAGO	1	Halsted & 110th Street	-87.642308	41.694028
10212	9719	11801	HARLEM	WELLINGTON (south leg)	NB	NS	90	 	CHICAGO	1	Harlem & Wellington	-87.80654395	41.93427006
10213	9720	11813	HARLEM	CULLOM	NB	NS	90	 	NORRIDGE	1	Harlem & Cullom	-87.807103	41.958099
10214	9721	11727	RIDGELAND	ONTARIO	NB	NS	86	 	OAK PARK	1	Ridgeland & Ontario	-87.78458956	41.89027022
10215	9722	7028	S. SHORE DRIVE	74TH STREET	NB	FS	"6,26"	 	CHICAGO	1	S. Shore Drive & 74th Street	-87.55899205	41.76249689
10216	10842	1705	WESTERN	ROSEMONT	SB	NS	49B	 	CHICAGO	1	Western & Rosemont	-87.68995464	41.9959867
10217	10843	7185	STONY ISLAND	70TH STREET	SB	NS	28	 	CHICAGO	1	Stony Island & 70th Street	-87.5864833	41.76799157
10218	10844	11517	CENTRAL	CATALPA	SB	NS	"85,85A"	 	CHICAGO	1	Central & Catalpa	-87.768451	41.981198
10219	10845	15720	HARLEM	PALMER	SB	NS	"90,307"	 	ELMWOOD PARK	1	Harlem & Palmer	-87.80638344	41.9199267
10220	10846	5560	MILWAUKEE	SAWYER (west leg)	NWB	NS	56	 	CHICAGO	1	Milwaukee & Sawyer	-87.70948485	41.93041045
10221	10847	11693	NARRAGANSETT	CORNELIA	SB	NS	86	 	CHICAGO	1	Narragansett & Cornelia	-87.786352	41.943903
10222	10848	2825	COTTAGE GROVE	99TH STREET	SB	FT	"4,115"	 	CHICAGO	1	Cottage Grove & 99th Street	-87.60497531	41.71465338
10223	10849	4673	NARRAGANSETT	61ST STREET	SB	NS	55N	 	CHICAGO	1	Narragansett & 61st Street	-87.781469	41.781414
10224	10850	5454	MILWAUKEE	KARLOV (west leg)	SEB	NS	56	 	CHICAGO	1	Milwaukee & Karlov	-87.72988796	41.94266862
10225	10851	6049	ASHLAND	15TH STREET	SB	NS	9	N9	CHICAGO	1	Ashland & 15th Street	-87.66638201	41.86153753
10226	10852	9942	NORTHWEST HWY	NAPOLEON	SEB	MT	68	 	CHICAGO	1	Northwest Hwy & Napoleon	-87.78947762	41.98686746
10227	10853	11136	KIMBALL	BYRON	SB	NS	82	 	CHICAGO	1	Kimball & Byron	-87.712921	41.95212
10228	10854	9140	PULASKI	LELAND	NB	NS	53	 	CHICAGO	1	Pulaski & Leland	-87.727901	41.966325
10229	10855	8956	DAMEN	SUNNYSIDE	NB	NS	50	 	CHICAGO	1	Damen & Sunnyside	-87.678953	41.963185
10230	10856	15236	HALSTED	93RD STREET	NB	FS	8A	 	CHICAGO	1	Halsted & 93rd Street	-87.64318765	41.72533044
10231	10857	5078	RACINE	52ND STREET	NB	NS	44	 	CHICAGO	1	Racine & 52nd Street	-87.654909	41.799527
10232	10858	8569	CUMBERLAND	ARGYLE	NB	NS	81W	 	NORRIDGE	1	Cumberland & Argyle	-87.8365123	41.97016688
10233	10859	8408	WESTERN	SCHUBERT	NB	NS	49	N49	CHICAGO	1	Western & Schubert	-87.68770221	41.93024132
10234	10860	9153	PULASKI	THORNDALE	NB	NT	53	 	CHICAGO	1	Pulaski & Thorndale	-87.728472	41.988321
10235	10861	9887	NORTHWEST HWY	AUSTIN	NWB	NS	68	 	CHICAGO	1	Northwest Hwy & Austin	-87.77794863	41.98065011
10236	10862	9868	HIGGINS	NATOMA	SEB	NS	88	 	CHICAGO	1	Higgins & Natoma	-87.79277324	41.97776933
10237	10863	16045	DAMEN	AUGUSTA	SB	FS	50	 	CHICAGO	1	Damen & Augusta	-87.67722934	41.89934224
10238	10864	15779	CERMAK	WASHTENAW	EB	FS	21	 	CHICAGO	1	Cermak & Washtenaw	-87.69266045	41.85186153
10239	10865	200	HARRISON	MORGAN	EB	NT	"7,60"	N60	CHICAGO	1	Harrison & Morgan	-87.651938	41.874283
10240	10866	6935	CERMAK	WOOD	EB	NS	21	 	CHICAGO	1	Cermak & Wood	-87.671054	41.852188
10241	10867	4781	FOSTER	WESTERN	EB	NS	92	 	CHICAGO	1	Foster & Western	-87.68934553	41.97582202
10242	10868	4078	ARMITAGE	HALSTED	EB	NS	73	 	CHICAGO	1	Armitage & Halsted	-87.64867529	41.91810725
10243	10869	10912	74TH STREET	ASHLAND	EB	NS	75	 	CHICAGO	1	74th Street & Ashland	-87.66384737	41.75939346
10244	10870	9160	51ST STREET	ROCKWELL	EB	NS	"51,94"	 	CHICAGO	1	51st Street & Rockwell	-87.689138	41.801017
10245	10871	12138	103RD STREET	WESTERN	EB	NS	103	 	CHICAGO	1	103rd Street & Western	-87.68184459	41.70629687
10246	10872	10140	71ST STREET	KEDZIE	EB	FS	67	 	CHICAGO	1	71st Street & Kedzie	-87.70248852	41.76432434
10247	10873	14775	ILLINOIS	STATE	EB	FS	"29,65"	 	CHICAGO	1	Illinois & State	-87.62774465	41.89081884
10248	10874	12524	ADDISON	ROCKWELL	EB	NS	152	 	CHICAGO	1	Addison & Rockwell	-87.694245	41.946644
10249	10875	14954	ROOSEVELT	PULASKI	EB	FS	12	 	CHICAGO	1	Roosevelt & Pulaski	-87.7249104	41.8660821
10250	10876	14955	ROOSEVELT	KEDZIE	EB	FS	12	 	CHICAGO	1	Roosevelt & Kedzie	-87.70543026	41.86632291
10251	10877	14543	111TH STREET	HALSTED	EB	FS	111	 	CHICAGO	1	111th Street & Halsted	-87.64212399	41.6922982
10252	10878	15509	79TH STREET	TRIPP	EB	FS	79	 	CHICAGO	1	79th Street & Tripp	-87.72739207	41.74929588
10253	10879	9422	87TH STREET	DOBSON	EB	NS	87	 	CHICAGO	1	87th Street & Dobson	-87.59930038	41.73666418
10254	10880	14834	18TH STREET	DAMEN	EB	FS	18	 	CHICAGO	1	18th Street & Damen	-87.67563997	41.85760601
10255	10881	11362	WILSON	MARINE DRIVE	EB	NS	78	 	CHICAGO	1	Wilson & Marine Drive	-87.64874109	41.96543558
10256	10882	15852	MADISON	KARLOV	EB	FS	20	N20	CHICAGO	1	Madison & Karlov	-87.72786002	41.88059058
10257	10883	5616	IRVING PARK	MELVINA	EB	NS	80	 	CHICAGO	1	Irving Park & Melvina	-87.781822	41.952912
10258	10884	3445	63RD STREET	ELLIS (east leg)	EB	NS	63	N63	CHICAGO	1	63rd Street & Ellis	-87.60063	41.780423
10259	10885	17074	HARRISON	OGDEN	EB	FS	"7,126"	 	CHICAGO	1	Harrison & Ogden	-87.67454311	41.87400025
10260	10886	9334	BELMONT	MAJOR	WB	NS	77	N77	CHICAGO	1	Belmont & Major	-87.76886033	41.93859466
10261	10887	5711	IRVING PARK	BLUE LINE STATION	WB	MB	"54A,80"	 	CHICAGO	1	Irving Park Blue Line Station	-87.73113237	41.95372714
10262	10888	14727	SIMPSON	DARROW	WB	NS	206	 	EVANSTON	2	Simpson & Darrow	-87.69713	42.05568
10263	10889	5744	IRVING PARK	FOREST PRESERVE AVENUE	WB	NS	80	 	NORRIDGE	1	Irving Park & Forest Preserve Avenue	-87.80916104	41.95280069
10264	10890	3221	63RD STREET	EBERHART	WB	NS	63	N63	CHICAGO	1	63rd Street & Eberhart	-87.61311249	41.78034464
10265	10891	7647	35TH STREET	ABERDEEN	WB	NS	35	 	CHICAGO	1	35th Street & Aberdeen	-87.65328875	41.83070912
10266	10892	11859	HOWARD	McCORMICK	NB	TERM	11	 	SKOKIE	1	Howard & McCormick Terminal	-87.711018	42.018948
10267	10893	12205	103RD STREET	HOMAN	WB	NS	103	 	EVERGREEN PARK	1	103rd Street & Homan	-87.7061306	41.70621714
10268	10894	12285	103RD STREET	EBERHART	WB	NS	"34,106"	 	CHICAGO	1	103rd Street & Eberhart	-87.61119526	41.70741665
10269	10895	14693	DAVIS	ORRINGTON	WB	NS	"201,205"	 	EVANSTON	2	Davis & Orrington	-87.68143266	42.04674177
10270	10896	2669	79TH & WESTERN	TERMINAL (Mid bay)	WB	TERM	79	 	CHICAGO	1	79th Street & Western Terminal	-87.68263219	41.75068645
10271	10897	10847	71ST STREET	PRAIRIE	WB	NS	71	 	CHICAGO	1	71st Street & Prairie	-87.618247	41.765717
10272	10898	2600	95TH STREET	LANGLEY	WB	NS	"4,N5,95,115"	N5	CHICAGO	1	95th Street & Langley	-87.60679713	41.72212421
10273	10899	17904	HALSTED	18TH STREET (south leg)	SB	FT	"8,N62"	N62	CHICAGO	1	Halsted & 18th Street	-87.64669347	41.85747735
10274	10900	17905	HALSTED	26TH STREET	SB	FT	8	 	CHICAGO	1	Halsted & 26th Street	-87.64650518	41.84525099
10275	10901	17906	LAKE SHORE	HAWTHORNE	NB	FT	"135,146,151"	 	CHICAGO	1	Lake Shore & Hawthorne	-87.64124772	41.94491016
10276	10902	17907	SHERIDAN	BUENA	NB	NS	151	 	CHICAGO	1	Sheridan & Buena	-87.65452785	41.95818855
10277	10903	17910	CENTRAL STREET	COWPER	EB	FS	"201,206"	 	EVANSTON	2	Central Street & Cowper	-87.72404774	42.06450993
10278	7965	11761	NARRAGANSETT	BERENICE	NB	NS	86	 	CHICAGO	1	Narragansett & Berenice	-87.786357	41.950112
10279	7966	12915	PULASKI	77TH STREET	NB	NS	53A	 	CHICAGO	1	Pulaski & 77th Street	-87.7218715	41.75272438
10280	7967	4569	AUSTIN	64TH STREET	NB	NS	55A	 	CHICAGO	1	Austin & 64th Street	-87.771346	41.775956
10281	7968	9983	KEDZIE	94TH STREET	NB	NS	52A	 	EVERGREEN PARK	1	Kedzie & 94th Street	-87.70177498	41.7222027
10282	7969	4921	CLARENDON	JUNIOR TERRACE(south leg)	SB	NS	"135,148"	 	CHICAGO	1	Clarendon & Junior Terrace	-87.64993545	41.9604305
10283	7970	14728	DODGE	LYONS	SB	NS	"205,206"	 	EVANSTON	2	Dodge & Lyons	-87.69899	42.05027
10284	7971	5969	HALSTED	CORNELIA	NB	NS	8	 	CHICAGO	1	Halsted & Cornelia	-87.64932471	41.9453958
10285	7972	7343	AVENUE O	113TH STREET	NB	NS	30	 	CHICAGO	1	Avenue O & 113th Street	-87.5399938	41.68997408
10286	7973	14710	EMERSON	FOSTER	WB	NS	205	 	EVANSTON	1	Emerson & Foster	-87.70592913	42.05203819
10287	7974	2919	111TH STREET	PEORIA	WB	NS	111	 	CHICAGO	1	111th Street & Peoria	-87.64468259	41.69238334
10288	7975	656	CHICAGO	LAMON	WB	NS	66	 	CHICAGO	1	Chicago & Lamon	-87.74809044	41.89504996
10289	7976	6863	CERMAK	PAULINA	WB	NS	21	 	CHICAGO	1	Cermak & Paulina	-87.66836201	41.85235815
10290	7977	9216	51ST STREET	CAMPBELL	WB	NS	"51,94"	 	CHICAGO	1	51st Street & Campbell	-87.68647506	41.80113133
10291	7978	96	VAN BUREN	LAFLIN	WB	NS	126	 	CHICAGO	1	Van Buren & Laflin	-87.66410017	41.87644665
10292	7979	7493	26TH STREET	PRAIRIE	WB	NS	21	 	CHICAGO	1	26th Street & Prairie	-87.62037371	41.8457474
10293	7980	4685	63RD STREET	HARLEM	WB	FS	63W	 	SUMMIT	1	63rd Street & Harlem	-87.8012621	41.77739382
10294	7981	15129	95TH STREET	HOYNE (east leg)	WB	NS	95	 	CHICAGO	1	95th Street & Hoyne	-87.67425837	41.7211738
10295	7982	12190	103RD STREET	HOYNE (west leg)	WB	NS	103	 	CHICAGO	1	103rd Street & Hoyne	-87.67513577	41.70652746
10296	7983	1681	WESTERN	NORTH SHORE	NB	MT	49B	 	CHICAGO	1	Western & North Shore	-87.689936	42.003257
10297	7984	2307	STATE	56TH STREET	NB	NS	29	 	CHICAGO	1	State & 56th Street	-87.625538	41.792657
10298	7985	9713	LAWRENCE	PITTSBURGH	EB	MT	81W	 	NORRIDGE	1	Lawrence & Pittsburgh	-87.83335527	41.96654199
10299	7986	4650	63RD STREET	HARLEM	EB	NS	63W	 	BEDFORD PARK	1	63rd Street & Harlem	-87.80122382	41.77713168
10300	7987	12996	59TH STREET	PERRY	EB	NS	59	 	CHICAGO	1	59th Street & Perry	-87.62770348	41.78727263
10301	7988	14676	DEMPSTER	WESLEY	EB	NS	206	 	EVANSTON	2	Dempster & Wesley	-87.69216365	42.04118341
10302	7989	702	GRAND	SPRINGFIELD	EB	NS	65	 	CHICAGO	1	Grand & Springfield	-87.72412498	41.90514637
10303	7990	7799	PERSHING	ALBANY (west leg)	EB	NS	39	 	CHICAGO	1	Pershing & Albany	-87.70218756	41.82257043
10304	7991	2009	DIVISION	HOYNE	EB	NS	70	 	CHICAGO	1	Division & Hoyne	-87.67984498	41.90309482
10305	7992	9181	51ST STREET	LOWE	EB	FS	51	 	CHICAGO	1	51st Street & Lowe	-87.64152902	41.80156892
10306	7993	9726	GUNNISON	NEW ENGLAND	EB	NS	81W	 	HARWOOD HEIGHTS	1	Gunnison & New England	-87.80022784	41.9682304
10307	7994	14415	GRANT	EWING	EB	NS	205	 	EVANSTON	2	Grant & Ewing	-87.71305421	42.05892738
10308	7995	6738	16TH STREET	KILDARE	EB	NS	18	 	CHICAGO	1	16th Street & Kildare	-87.73227002	41.85864464
10309	7996	9411	87TH STREET	MICHIGAN	EB	NS	87	 	CHICAGO	1	87th Street & Michigan	-87.62113503	41.7363386
10310	7997	18114	MILWAUKEE	NOBLE	SEB	FS	56	 	CHICAGO	1	Milwaukee & Noble	-87.66217916	41.90049838
10311	7998	7426	31ST STREET	HOMAN	WB	NS	35	 	CHICAGO	1	31st Street & Homan	-87.70960787	41.8372083
10312	7999	4654	63RD STREET	OAK PARK	EB	NS	63W	 	CHICAGO	1	63rd Street & Oak Park	-87.7911602	41.77745956
10313	8000	12561	ADDISON	PAULINA	WB	NS	152	 	CHICAGO	1	Addison & Paulina	-87.67120375	41.94702236
10314	8001	9634	AUSTIN	CHICAGO	NB	FS	91	 	CHICAGO	1	Austin & Chicago	-87.77504343	41.89493594
10315	8002	7025	S. SHORE DRIVE	77TH STREET	NB	FS	"N5,6,26,71"	N5	CHICAGO	1	S. Shore Drive & 77th Street	-87.55367372	41.75728873
10316	8003	5908	HALSTED	32ND STREET (north leg)	NB	NT	8	 	CHICAGO	1	Halsted & 32nd Street	-87.646146	41.836312
10317	8004	7208	STONY ISLAND	92ND STREET	SB	NS	28	 	CHICAGO	1	Stony Island & 92nd Street	-87.585516	41.727887
10318	8005	3824	GRAND	LATROBE	SB	TERM	57	 	CHICAGO	1	Grand & Latrobe Terminal	-87.75767956	41.91736112
10319	8006	17383	HARLEM	60TH STREET	NB	FS	62H	 	CHICAGO	1	Harlem & 60th Street	-87.80101431	41.78293697
10320	8007	15172	16TH STREET	HAMLIN	WB	FS	18	 	CHICAGO	1	16th Street & Hamlin	-87.72036097	41.85898573
10321	8008	485	MADISON	CENTRAL PARK	WB	NS	20	N20	CHICAGO	1	Madison & Central Park	-87.71581962	41.88092565
10322	8009	15369	DIVISION	NORTH BRANCH	WB	FS	70	 	CHICAGO	1	Division & North Branch	-87.65583319	41.90359988
10323	8010	14820	63RD STREET	DORCHESTER	WB	FS	63	N63	CHICAGO	1	63rd Street & Dorchester	-87.59162021	41.78063816
10324	8011	2162	KING DRIVE	OAKWOOD BOULEVARD	NB	NS	3	 	CHICAGO	1	King Drive & Oakwood Boulevard	-87.61683996	41.82257374
10325	8012	765	GRAND	DEARBORN	WB	NS	65	 	CHICAGO	1	Grand & Dearborn	-87.629467	41.891714
10326	8013	1125	MICHIGAN	HURON	NB	NS	"3,10,26,125,143,146,147,148,151"	 	CHICAGO	1	Michigan & Huron	-87.624104	41.894798
10327	8014	17312	WESTERN	POLK (south leg)	SB	FS	49	N49	CHICAGO	1	Western & Polk	-87.68628926	41.8710191
10328	8015	11407	MONTROSE	LARAMIE	WB	NS	78	 	CHICAGO	1	Montrose & Laramie	-87.75727266	41.96066988
10329	8016	10624	55TH STREET	LAWNDALE	WB	FS	55	 	CHICAGO	1	55th Street & Lawndale	-87.71603492	41.79339671
10330	8017	10583	GARFIELD	INDIANA	WB	FS	55	N55	CHICAGO	1	Garfield & Indiana	-87.62110271	41.79477663
10331	8018	10613	55TH STREET	ROCKWELL	WB	FS	55	N55	CHICAGO	1	55th Street & Rockwell	-87.68913136	41.79384485
10332	8019	3335	65TH STREET	MEADE	WB	NS	165	 	CHICAGO	1	65th Street & Meade	-87.77370967	41.77424098
10333	8020	9401	87TH STREET	UNION	EB	NS	"24,87"	N87	CHICAGO	1	87th Street & Union	-87.64129045	41.73598851
10334	8021	9715	LAWRENCE	VINE	EB	MT	81W	 	NORRIDGE	1	Lawrence & Vine	-87.82882448	41.96664629
10335	8022	9275	BELMONT	OAKLEY	EB	NS	77	N77	CHICAGO	1	Belmont & Oakley	-87.68578066	41.93940296
10336	8023	8138	47TH STREET	SPRINGFIELD	EB	NS	47	 	CHICAGO	1	47th Street & Springfield	-87.72120028	41.80784014
10337	8024	10794	71ST STREET	ELLIS	EB	NS	71	 	CHICAGO	1	71st Street & Ellis	-87.600848	41.765775
10338	8025	3371	65TH STREET	LARAMIE	EB	NS	165	 	BEDFORD PARK	1	65th Street & Laramie	-87.75202337	41.77449884
10339	8026	15773	ADDISON	KILBOURN	EB	FS	152	 	CHICAGO	1	Addison & Kilbourn	-87.7393748	41.94616362
10340	8027	439	MADISON	PEORIA	EB	NS	20	N20	CHICAGO	1	Madison & Peoria	-87.64983775	41.88167775
10341	8908	5823	HALSTED	36TH STREET (south leg)	SB	NS	8	 	CHICAGO	1	Halsted & 36th Street	-87.64615178	41.82874993
10342	8909	5848	HALSTED	6400 SOUTH	SB	MB	8	 	CHICAGO	1	6400 S Halsted	-87.64486509	41.77802839
10343	8910	12691	RIDGE	DAVIS	SB	FS	201	 	EVANSTON	1	Ridge & Davis	-87.68884083	42.04702247
10344	8911	9272	BELMONT	LAWNDALE	EB	NS	77	N77	CHICAGO	1	Belmont & Lawndale	-87.71984299	41.93911953
10345	8912	9176	51ST STREET	ABERDEEN	EB	NS	51	 	CHICAGO	1	51st Street & Aberdeen	-87.65272089	41.80144399
10346	8913	12522	ADDISON	FRANCISCO	EB	NT	152	 	CHICAGO	1	Addison & Francisco	-87.70054336	41.94659314
10347	8914	12441	119TH STREET	PAGE	EB	NS	119	 	CALUMET PARK	1	119th Street & Page	-87.66524231	41.67739872
